UF	SF	Freq
bum	bũm	954
dɑgz	dɑgz	953
tɛləvɪʒən	tɛləvɪʒə̃n	950
tɑm	tɑ̃m	942
bitʃ	bitʃ	940
peɪntɪŋ	peɪ̃ntɪ̃ŋ	939
sɪns	sɪ̃ns	936
klæp	klæp	931
mæθju	mæθju	928
prɑbləm	prɑblə̃m	926
məʃin	məʃĩn	924
hɑp	hɑp	922
lɝn	lɝ̃n	921
stɪki	stɪki	920
flaɪɪŋ	flaɪɪ̃ŋ	919
grændæd	græ̃ndæd	918
ʌðɝwaɪz	ʌðɝwaɪz	915
muvi	muvi	914
raɪtɪŋ	raɪtɪ̃ŋ	913
wɪni	wɪ̃ni	913
dænsɪŋ	dæ̃nsɪ̃ŋ	912
wil	wil	911
krɑkədaɪl	krɑkədaɪl	911
sænd	sæ̃nd	909
kɔrnɝ	kɔrnɝ	907
ɪntərɛstɪŋ	ɪ̃ntərɛstɪ̃ŋ	907
tɝtəl	tɝtəl	907
kɪŋ	kɪ̃ŋ	906
aʊtʃ	aʊtʃ	901
hɪmsɛlf	hɪ̃msɛlf	898
ɛm	ɛ̃m	898
dʒɛntli	dʒɛ̃ntli	897
ninə	nĩnə	895
ʌpsaɪd	ʌpsaɪd	891
mæd	mæd	889
ɑk	ɑk	886
swɪm	swɪ̃m	885
kɪk	kɪk	884
dʌstbɪn	dʌstbɪ̃n	883
glæsz	glæsɪz	882
skwɛr	skwɛr	882
drɪŋkɪŋ	drɪ̃ŋkɪ̃ŋ	881
pɑkət	pɑkət	879
raɪs	raɪs	877
rɪkɔrdɝ	rɪkɔrdɝ	877
kaʊz	kaʊz	876
twɛlv	twɛlv	876
bɔlz	bɔlz	876
dʒæk	dʒæk	876
nɛk	nɛk	873
kʌvɝ	kʌvɝ	872
bip	bip	870
θroʊɪŋ	θroʊɪ̃ŋ	870
lif	lif	870
hɑspɪtəl	hɑspɪtəl	868
hɔrsz	hɔrsɪz	867
reɪnɪŋ	reɪ̃nɪ̃ŋ	867
ɑ	ɑ	865
æpəlz	æpəlz	864
kɑt	kɑt	861
əkrɔs	əkrɔs	861
sæt	sæt	861
sɪs	sɪs	861
rɑk	rɑk	859
pu	pu	857
ɛniwɛr	ɛ̃niwɛr	857
spɑt	spɑt	856
hɝi	hɝi	856
lʌki	lʌki	854
tʃu	tʃu	854
laɪɪŋ	laɪɪ̃ŋ	849
hɑlədeɪ	hɑlədeɪ	848
fɔrk	fɔrk	847
raɪdɪŋ	raɪdɪ̃ŋ	844
klaʊn	klaʊ̃n	842
tɪl	tɪl	841
naɪf	naɪf	840
snæp	snæp	839
dʒɛli	dʒɛli	838
taʊəl	taʊəl	838
bʌmp	bʌ̃mp	836
zibrə	zibrə	836
ɪlɛvən	ɪlɛvə̃n	832
leɪ	leɪ	832
dɪgɝ	dɪgɝ	831
næp	næp	831
wɛðɝ	wɛðɝ	829
lʊkɪt	lʊkɪt	827
pul	pul	824
mɪrɝ	mɪrɝ	822
teɪkən	teɪkə̃n	822
kwæk	kwæk	821
ɔfəl	ɔfəl	820
juzɪŋ	juzɪ̃ŋ	820
pæn	pæ̃n	820
filɪŋ	filɪ̃ŋ	819
sʌpɝ	sʌpɝ	819
kærət	kærət	819
graʊnd	graʊ̃nd	817
bɪldɝ	bɪldɝ	816
lɛmə	lɛ̃mə	815
skɛri	skɛri	814
lʌvz	lʌvz	812
fæməli	fæ̃məli	808
dʒoʊsəf	dʒoʊsəf	807
bɪskət	bɪskət	806
ræðɝ	ræðɝ	804
tɔɪlət	tɔɪlət	804
nɔɪzi	nɔɪzi	804
wɝld	wɝld	802
pɔɪnt	pɔɪ̃nt	801
kʌbɝd	kʌbɝd	801
wɝi	wɝi	800
pɔl	pɔl	800
maɪsɛlf	maɪsɛlf	799
bɑdi	bɑdi	799
taɪdi	taɪdi	795
blɑk	blɑk	792
tæŋk	tæ̃ŋk	791
ki	ki	787
dʒeɪmz	dʒeɪ̃mz	784
kræʃ	kræʃ	780
bɪtwin	bɪtwĩn	778
brʊklən	brʊklə̃n	778
hʊreɪ	hʊreɪ	777
tɪsju	tɪsju	775
muvɪŋ	muvɪ̃ŋ	774
reɪtʃəl	reɪtʃəl	774
wɛlkəm	wɛlkə̃m	774
mɪki	mɪki	771
pɛt	pɛt	769
ɛrən	ɛrə̃n	769
nɑkd	nɑkt	769
mɛdəsən	mɛdəsə̃n	767
koʊn	koʊ̃n	766
wɪʃ	wɪʃ	763
kɛrəlaɪn	kɛrəlaɪ̃n	763
peɪ	peɪ	762
ɛvriwɛr	ɛvriwɛr	761
hɛlmət	hɛlmət	761
kæŋgɝu	kæ̃ŋgɝu	761
pæs	pæs	760
fɛns	fɛ̃ns	760
pik	pik	760
rʌbɪʃ	rʌbɪʃ	754
ænə	æ̃nə	748
mu	mu	747
teɪkz	teɪks	747
slipi	slipi	747
mædʒɪk	mædʒɪk	747
ʃɔrt	ʃɔrt	744
ruf	ruf	744
pʌmpkɪn	pʌ̃mpkɪ̃n	741
wʌndɝfəl	wʌ̃ndɝfəl	739
grændpɑ	græ̃ndpɑ	738
si	si	737
hɛlɪkɑptɝ	hɛlɪkɑptɝ	737
ʌvən	ʌvə̃n	735
dɪlɪʃəs	dɪlɪʃəs	734
wɛnzdi	wɛ̃nzdi	734
iv	iv	734
dʒɛntəl	dʒɛ̃ntəl	732
wɔrən	wɔrə̃n	732
nəθænjəl	nəθæ̃njəl	732
sɑk	sɑk	730
θɝzdeɪ	θɝzdeɪ	729
klæs	klæs	728
vɪzɪt	vɪzɪt	727
dɛd	dɛd	727
sæm	sæ̃m	726
tʃɪmni	tʃɪ̃mni	725
rɑkət	rɑkət	725
pɛŋgwən	pɛ̃ŋgwə̃n	724
hæmɝ	hæ̃mɝ	724
seɪv	seɪv	723
bɑbi	bɑbi	723
fild	fild	722
deɪzi	deɪzi	719
kɪd	kɪd	718
fɪtz	fɪts	717
kændi	kæ̃ndi	717
pændə	pæ̃ndə	713
səpoʊz	səpoʊz	712
pʊlɪŋ	pʊlɪ̃ŋ	712
smɑrt	smɑrt	712
tʌnəl	tʌ̃nəl	711
pleɪn	pleɪ̃n	707
tuzdi	tuzdi	706
pəteɪtoʊz	pəteɪtoʊz	705
tɪp	tɪp	705
naɪsli	naɪsli	705
blɛs	blɛs	704
spɑtz	spɑts	702
hʌndrəd	hʌ̃ndrəd	700
fɑrmɝ	fɑrmɝ	699
gʊdbaɪ	gʊdbaɪ	699
tru	tru	698
taɪ	taɪ	697
əpsɛt	əpsɛt	695
θɝsti	θɝsti	694
reɪs	reɪs	693
tʌŋ	tʌ̃ŋ	692
θru	θru	691
jʌki	jʌki	691
æmbjələns	æ̃mbjələ̃ns	689
pritɛndɪŋ	pritɛ̃ndɪ̃ŋ	688
slaɪs	slaɪs	687
lɪsənɪŋ	lɪsə̃nɪ̃ŋ	685
lædɝ	lædɝ	685
daɪpɝ	daɪpɝ	685
kʊkɪŋ	kʊkɪ̃ŋ	683
stɑrz	stɑrz	683
əmbrɛlə	ə̃mbrɛlə	681
bɔrd	bɔrd	681
sɔr	sɔr	681
baɪsɪkəl	baɪsɪkəl	681
təmeɪtoʊ	tə̃meɪtoʊ	677
spɪl	spɪl	675
toʊ	toʊ	675
spunz	spũnz	674
swɪŋ	swɪ̃ŋ	673
kʌdəl	kʌdəl	671
simz	sĩmz	669
læfɪŋ	læfɪ̃ŋ	667
bækwɝdz	bækwɝdz	667
frɪdʒ	frɪdʒ	665
dʒʌmpd	dʒʌ̃mpt	665
bɛn	bɛ̃n	665
istɝ	istɝ	664
jʌk	jʌk	661
soʊp	soʊp	660
ændi	æ̃ndi	660
slɪpɝz	slɪpɝz	659
jʌŋ	jʌ̃ŋ	658
pədʒɑməz	pədʒɑ̃məz	657
tɪn	tɪ̃n	656
kʌlɝɪŋ	kʌlɝɪ̃ŋ	654
plæstɪk	plæstɪk	653
sim	sĩm	652
dʒæm	dʒæ̃m	652
sɔlt	sɔlt	652
geɪmz	geɪ̃mz	650
læm	læ̃m	650
fɛr	fɛr	648
kʌpz	kʌps	648
mʌd	mʌd	645
fɪfti	fɪfti	644
hɝtz	hɝts	643
mægi	mægi	642
vɪdioʊ	vɪdioʊ	641
ɔɪ	ɔɪ	641
list	list	640
spɛl	spɛl	640
saɪz	saɪz	639
dʒækət	dʒækət	639
sæləd	sæləd	639
drægən	drægə̃n	638
tʃuz	tʃuz	637
dɑŋki	dɑ̃ŋki	636
bʌg	bʌg	636
bɛdrum	bɛdrũm	635
gʊdnaɪt	gʊdnaɪt	635
pɛr	pɛr	634
kreɪɑn	kreɪɑ̃n	634
miaʊ	miaʊ	634
luz	luz	633
koʊm	koʊ̃m	633
wʊmən	wʊ̃mə̃n	631
kʌtɪŋ	kʌtɪ̃ŋ	631
sɛnd	sɛ̃nd	630
ʃɑrp	ʃɑrp	628
taʊn	taʊ̃n	625
splæʃ	splæʃ	625
dʌmp	dʌ̃mp	624
taɪt	taɪt	622
mɪsɪz	mɪsɪz	621
mɛri	mɛri	620
hɔrəbəl	hɔrəbəl	619
dɪfəkəlt	dɪfəkəlt	616
kɑrpət	kɑrpət	616
snæk	snæk	616
bɪb	bɪb	613
flu	flu	612
kaɪndz	kaɪ̃ndz	610
pɛrz	pɛrz	610
sloʊ	sloʊ	608
faɪt	faɪt	608
ɛvriwən	ɛvriwə̃n	608
oʊldɝ	oʊldɝ	607
bʌkɪt	bʌkɪt	607
braɪən	braɪə̃n	601
ɪgzæktli	ɪgzæktli	600
iziɝ	iziɝ	600
weɪl	weɪl	600
fɛlt	fɛlt	599
bɑrn	bɑrn	599
mɑmə	mɑ̃mə	599
mɪks	mɪks	598
lɪvɪŋ	lɪvɪ̃ŋ	597
sæli	sæli	597
bloʊɪŋ	bloʊɪ̃ŋ	596
hɑrt	hɑrt	595
aʊɝ	aʊɝ	595
wuf	wuf	594
bɛli	bɛli	593
stɛp	stɛp	593
lɛgoʊ	lɛgoʊ	590
roʊlɪŋ	roʊlɪ̃ŋ	590
fækt	fækt	589
braɪt	braɪt	588
dʒun	dʒũn	588
sɔsɪdʒz	sɔsɪdʒɪz	585
supɝ	supɝ	585
pɪloʊ	pɪloʊ	585
pɑstə	pɑstə	585
krɪstəfɝ	krɪstəfɝ	581
æskɪŋ	æskɪ̃ŋ	580
kæsəl	kæsəl	580
saɪn	saɪ̃n	578
smaɪl	smaɪl	577
hɑ	hɑ	577
wɔkd	wɔkt	574
mɛnt	mɛ̃nt	574
tʃɝtʃ	tʃɝtʃ	574
strɪŋ	strɪ̃ŋ	574
tɛrəbəl	tɛrəbəl	573
kɛpt	kɛpt	572
bɪlt	bɪlt	572
vɔɪs	vɔɪs	572
geɪt	geɪt	570
lɛtz	lɛts	570
dʒeɪsən	dʒeɪsə̃n	570
ɪksaɪtɪŋ	ɪksaɪtɪ̃ŋ	570
fɪksd	fɪkst	569
fɔrti	fɔrti	568
laɪf	laɪf	568
mɛsi	mɛsi	568
dʒaɪənt	dʒaɪə̃nt	567
snoʊmæn	snoʊ̃mæ̃n	564
fɑks	fɑks	564
roʊ	roʊ	563
stɝ	stɝ	563
glu	glu	563
ɔftən	ɔftə̃n	562
kʌmɑn	kʌ̃mɑ̃n	557
pɑnd	pɑ̃nd	557
stɛdi	stɛdi	556
krækɝ	krækɝ	556
skɪn	skɪ̃n	555
kreɪzi	kreɪzi	554
traɪæŋgəl	traɪæ̃ŋgəl	547
pɪkɪŋ	pɪkɪ̃ŋ	545
keɪs	keɪs	545
kæmɝə	kæ̃mɝə	545
meɪl	meɪl	544
læp	læp	543
ænsɝ	æ̃nsɝ	542
klinɪŋ	klĩnɪ̃ŋ	541
hɪpoʊ	hɪpoʊ	541
smɔlɝ	smɔlɝ	538
nɔrməli	nɔrməli	536
mit	mit	535
hɪl	hɪl	534
kɑf	kɑf	533
hɛlpɪŋ	hɛlpɪ̃ŋ	533
rɑbən	rɑbə̃n	533
streɪndʒ	streɪ̃ndʒ	532
klaɪmɪŋ	klaɪ̃mɪ̃ŋ	531
kɔlɪŋ	kɔlɪ̃ŋ	529
ɛndʒɔɪ	ɛ̃ndʒɔɪ	528
goʊt	goʊt	527
ɛrɪk	ɛrɪk	527
leɪdibɝd	leɪdibɝd	525
kəkun	kəkũn	525
pɑti	pɑti	525
tɝnɪŋ	tɝ̃nɪ̃ŋ	521
frɛʃ	frɛʃ	520
lɑlə	lɑlə	519
klɔz	klɔz	518
kwɛstʃən	kwɛstʃə̃n	516
bʌntʃ	bʌ̃ntʃ	515
frɑgz	frɑgz	515
flæt	flæt	510
hʌm	hʌ̃m	509
pəteɪtoʊ	pəteɪtoʊ	509
fɪftin	fɪftĩn	509
æksədənt	æksədə̃nt	508
pɛr	pɛr	507
filz	filz	506
ʌg	ʌg	506
toʊni	toʊ̃ni	506
kæθɝən	kæθɝə̃n	505
bɛl	bɛl	505
kærɪdʒ	kærɪdʒ	505
siɪŋ	siɪ̃ŋ	504
treɪlɝ	treɪlɝ	504
rʌb	rʌb	504
lænd	læ̃nd	503
teɪstz	teɪsts	503
ɛksələnt	ɛksələ̃nt	501
lɔŋgɝ	lɔ̃ŋgɝ	500
sɝpraɪz	sɝpraɪz	500
plænt	plæ̃nt	499
sɝkəs	sɝkəs	499
lɪndə	lɪ̃ndə	498
weɪv	weɪv	498
tɝki	tɝki	498
rəkɔrd	rəkɔrd	498
klɔθ	klɔθ	498
seɪf	seɪf	498
stʌmək	stʌ̃mək	497
kɪsz	kɪsɪz	496
stoʊv	stoʊv	496
θʌm	θʌ̃m	494
sɪŋk	sɪ̃ŋk	493
heɪt	heɪt	493
dɪlən	dɪlə̃n	492
dɛfənətli	dɛfə̃nətli	491
grup	grup	490
pɪpɪn	pɪpɪ̃n	490
dʒɛs	dʒɛs	489
mɑ	mɑ	489
gɪvən	gɪvə̃n	488
pʊʃɪŋ	pʊʃɪ̃ŋ	488
titʃ	titʃ	488
dʒʌmpɝ	dʒʌ̃mpɝ	487
rizən	rizə̃n	486
bɛdtaɪm	bɛdtaɪ̃m	486
teɪsti	teɪsti	485
pɑpkɔrn	pɑpkɔrn	485
gus	gus	485
gɑrbɪdʒ	gɑrbɪdʒ	485
pɛns	pɛ̃ns	484
ɔfəs	ɔfəs	484
bʌdi	bʌdi	484
bɪl	bɪl	482
wɪtʃ	wɪtʃ	482
lɪz	lɪz	482
hæmbɝgɝ	hæ̃mbɝgɝ	482
nʌn	nʌ̃n	480
mæt	mæt	480
tʃɪp	tʃɪp	480
sɔs	sɔs	478
ɛniwən	ɛ̃niwə̃n	478
maɪs	maɪs	477
sut	sut	477
paʊnd	paʊ̃nd	477
ʃaʊt	ʃaʊt	476
pɛpɝ	pɛpɝ	476
bʌbə	bʌbə	476
su	su	476
nuzpeɪpɝ	nuzpeɪpɝ	475
stɪkz	stɪks	475
wɑfəl	wɑfəl	475
mɔrgən	mɔrgə̃n	475
sɝtənli	sɝtə̃nli	473
stɑrtz	stɑrts	473
trɪp	trɪp	473
bʌz	bʌz	473
wʌn	wʌ̃n	473
æŋgri	æ̃ŋgri	472
pɛni	pɛ̃ni	472
skrætʃ	skrætʃ	471
ræbətz	ræbəts	471
lɛtəs	lɛtəs	470
baʊ	baʊ	469
dʒoʊ	dʒoʊ	469
wʊlf	wʊlf	468
greɪ	greɪ	468
reɪsɪŋ	reɪsɪ̃ŋ	468
aɪsɪŋ	aɪsɪ̃ŋ	468
dɪzɝt	dɪzɝt	467
lɪk	lɪk	467
mʌŋkiz	mʌ̃ŋkiz	466
dʒɪndʒɝ	dʒɪ̃ndʒɝ	466
ɪksɛpt	ɪksɛpt	465
drɔr	drɔr	464
treɪ	treɪ	464
græni	græ̃ni	463
bɪlɔŋ	bɪlɔ̃ŋ	463
fɪgjɝ	fɪgjɝ	462
dʒɑni	dʒɑ̃ni	461
lɛmən	lɛ̃mə̃n	461
plɛnti	plɛ̃nti	460
pɛrət	pɛrət	459
hæŋɪŋ	hæ̃ŋɪ̃ŋ	458
dɛbi	dɛbi	458
paɪp	paɪp	458
stɪkɪŋ	stɪkɪ̃ŋ	456
rimaɪndz	rĩmaɪ̃ndz	455
kæriɪŋ	kæriɪ̃ŋ	455
baʊns	baʊ̃ns	454
hoʊ	hoʊ	453
pʌpət	pʌpət	453
spik	spik	452
sɛnt	sɛ̃nt	451
maɪk	maɪk	451
læf	læf	450
tʃɑrli	tʃɑrli	450
kʌlɝd	kʌlɝd	448
drim	drĩm	448
bɝdi	bɝdi	448
kændəlz	kæ̃ndəlz	447
dʒɔrdʒ	dʒɔrdʒ	447
kʌpkeɪk	kʌpkeɪk	445
brɑkəli	brɑkəli	444
rʌnz	rʌ̃nz	443
fɝgɑtən	fɝgɑtə̃n	443
hʊk	hʊk	443
ɪmædʒən	ɪ̃mædʒə̃n	442
mil	mil	441
ʃoʊɪŋ	ʃoʊɪ̃ŋ	440
wɪntɝ	wɪ̃ntɝ	440
kɛrfəli	kɛrfəli	440
swɛtɝ	swɛtɝ	439
lɑ	lɑ	439
kloʊsɝ	kloʊsɝ	438
trʌŋk	trʌ̃ŋk	438
træʃ	træʃ	438
bɔrn	bɔrn	437
kɪtən	kɪtə̃n	437
gɔrdʒəs	gɔrdʒəs	436
ʃɑrk	ʃɑrk	436
pʊtz	pʊts	435
ʃut	ʃut	433
dɑnəld	dɑ̃nəld	433
gɪmi	gɪ̃mi	432
dɪfɝəns	dɪfɝə̃ns	431
bɪgəst	bɪgəst	431
dɪg	dɪg	431
næpkɪn	næpkɪ̃n	431
græb	græb	430
pɝs	pɝs	430
taɪp	taɪp	429
ænt	æ̃nt	429
hæləwin	hæləwĩn	428
wɪn	wɪ̃n	427
kaɪt	kaɪt	427
bʌmpd	bʌ̃mpt	427
ɝni	ɝ̃ni	426
məlɪsə	məlɪsə	426
kɪl	kɪl	425
ɝliɝ	ɝliɝ	423
paɪl	paɪl	423
skwɝəl	skwɝəl	423
pinət	pĩnət	423
kaʊtʃ	kaʊtʃ	422
bieɪeɪ	bieɪeɪ	422
hjudʒ	hjudʒ	421
wɝm	wɝ̃m	421
gʌn	gʌ̃n	421
bæt	bæt	420
ɑktəpʊs	ɑktəpʊs	420
keɪti	keɪti	419
dʒoʊi	dʒoʊi	419
kraɪd	kraɪd	418
gɔrdən	gɔrdə̃n	418
tɑ	tɑ	417
brɪŋɪŋ	brɪ̃ŋɪ̃ŋ	416
wɪŋz	wɪ̃ŋz	416
drʌm	drʌ̃m	416
reɪnboʊ	reɪ̃nboʊ	416
fænsi	fæ̃nsi	415
bæŋɪŋ	bæ̃ŋɪ̃ŋ	414
fɪʃɪŋ	fɪʃɪ̃ŋ	412
rʌf	rʌf	412
fɝ	fɝ	412
kəmpjutɝ	kə̃mpjutɝ	412
beɪsbɔl	beɪsbɔl	411
hændəl	hæ̃ndəl	410
bɪgɪnɪŋ	bɪgɪ̃nɪ̃ŋ	409
fʌzi	fʌzi	409
klɪr	klɪr	408
pitʃ	pitʃ	408
skwiz	skwiz	408
brɪk	brɪk	408
pil	pil	408
meɪgən	meɪgə̃n	408
hɛn	hɛ̃n	407
ʌðɝz	ʌðɝz	405
pɑpə	pɑpə	405
strɔ	strɔ	404
soʊfə	soʊfə	404
lɑbstɝ	lɑbstɝ	404
mætʃ	mætʃ	403
fɪl	fɪl	403
hɝsɛlf	hɝsɛlf	402
sʌn	sʌ̃n	402
æləgeɪtɝ	æləgeɪtɝ	402
tʃɪkənz	tʃɪkə̃nz	401
sʌni	sʌ̃ni	401
θɝd	θɝd	401
əspɛʃli	əspɛʃli	399
næsti	næsti	399
hæm	hæ̃m	399
boʊn	boʊ̃n	398
beɪk	beɪk	398
trɪk	trɪk	397
frɛntʃ	frɛ̃ntʃ	396
mægnət	mægnət	396
əbʌv	əbʌv	395
bit	bit	395
fidɪŋ	fidɪ̃ŋ	394
mændi	mæ̃ndi	393
sɝ	sɝ	393
sɛl	sɛl	392
bæleɪ	bæleɪ	392
rʌbɝ	rʌbɝ	390
rɪŋz	rɪ̃ŋz	390
lɪvd	lɪvd	390
ɔtə	ɔtə	390
ʃaʊɝ	ʃaʊɝ	390
nɝs	nɝs	389
groʊɪŋ	groʊɪ̃ŋ	389
rəkɔrdɪŋ	rəkɔrdɪ̃ŋ	389
rʌg	rʌg	389
krɪs	krɪs	389
æbsəlutli	æbsəlutli	388
fri	fri	388
kræb	kræb	388
pækət	pækət	387
ʃɔrts	ʃɔrts	387
tɝnz	tɝ̃nz	387
skru	skru	386
kɛrən	kɛrə̃n	385
smoʊk	smoʊk	385
tʃɑp	tʃɑp	385
ɛdʒ	ɛdʒ	382
kaʊntɪŋ	kaʊ̃ntɪ̃ŋ	382
woʊk	woʊk	381
reɪdioʊ	reɪdioʊ	381
jɑrd	jɑrd	381
kwin	kwĩn	380
aɪɝn	aɪɝ̃n	380
kɪkɪŋ	kɪkɪ̃ŋ	380
kreɪn	kreɪ̃n	380
wəts	wəts	380
kwɔrtɝ	kwɔrtɝ	378
plʌmz	plʌ̃mz	378
dɝt	dɝt	377
gʌm	gʌ̃m	377
bɑðɝ	bɑðɝ	376
dɑlfən	dɑlfə̃n	376
krɔl	krɔl	373
bæθrum	bæθrũm	371
pætrɪk	pætrɪk	371
paɪnæpəl	paɪ̃næpəl	371
rustɝ	rustɝ	370
heɪ	heɪ	370
pɝsi	pɝsi	369
rəfrɪdʒɝeɪtɝ	rəfrɪdʒɝeɪtɝ	369
tʃɪn	tʃɪ̃n	368
waɪld	waɪld	367
sprɪŋ	sprɪ̃ŋ	367
hɑ	hɑ	367
hætz	hæts	366
kʌntri	kʌ̃ntri	365
bidz	bidz	365
hænə	hæ̃nə	364
bɔrɪŋ	bɔrɪ̃ŋ	364
hɝz	hɝz	363
hɝtɪŋ	hɝtɪ̃ŋ	363
laɪənz	laɪə̃nz	363
pleɪz	pleɪz	362
goʊld	goʊld	362
greɪm	greɪ̃m	362
wʊdən	wʊdə̃n	361
bæŋk	bæ̃ŋk	361
ʃɛlf	ʃɛlf	360
stɪkɝ	stɪkɝ	360
baʊnsi	baʊ̃nsi	358
pi	pi	358
ænθɔni	æ̃nθɔ̃ni	358
waɪd	waɪd	356
skup	skup	356
eɪdʒ	eɪdʒ	355
smaɪlɪŋ	smaɪlɪ̃ŋ	355
sɪtz	sɪts	354
dɪʃ	dɪʃ	354
træfɪk	træfɪk	353
laɪbrɛri	laɪbrɛri	352
sil	sil	351
dʒʌŋgəl	dʒʌ̃ŋgəl	351
hʌmpti	hʌ̃mpti	351
stɑrtɪŋ	stɑrtɪ̃ŋ	350
tæp	tæp	350
tʃɛri	tʃɛri	349
sɪkstin	sɪkstĩn	349
smɛlz	smɛlz	349
jɔrk	jɔrk	349
stiv	stiv	349
steɪɪŋ	steɪɪ̃ŋ	348
tæksi	tæksi	348
pɪkəl	pɪkəl	348
stæk	stæk	348
groʊvɝ	groʊvɝ	348
kɪm	kɪ̃m	348
dʊrɪŋ	dʊrɪ̃ŋ	347
gɪvz	gɪvz	346
fɑloʊ	fɑloʊ	346
æfrɪkɑn	æfrɪkɑ̃n	345
flaʊɝ	flaʊɝ	344
zeɪvjɝ	zeɪvjɝ	344
ɛ	ɛ	343
ɛkstrə	ɛkstrə	343
ræp	ræp	343
dʒɑr	dʒɑr	343
nɛst	nɛst	343
ʃaɪnɪŋ	ʃaɪ̃nɪ̃ŋ	343
drɪŋkz	drɪ̃ŋks	342
stupəd	stupəd	342
əgɛnst	əgɛ̃nst	342
pɪn	pɪ̃n	342
bɛlt	bɛlt	342
moʊtɝsaɪkəl	moʊtɝsaɪkəl	342
bɪsaɪd	bɪsaɪd	341
tɛlz	tɛlz	341
nʌt	nʌt	340
mɑrtʃ	mɑrtʃ	340
baɪɪŋ	baɪɪ̃ŋ	339
doʊ	doʊ	339
livɪŋ	livɪ̃ŋ	338
θɝtin	θɝtĩn	337
mænədʒ	mæ̃nədʒ	337
stivən	stivə̃n	337
du	du	336
bʌbəl	bʌbəl	335
weɪvɪŋ	weɪvɪ̃ŋ	334
kaʊbɔɪ	kaʊbɔɪ	332
ɛnvəloʊp	ɛ̃nvəloʊp	331
ʃaɪni	ʃaɪ̃ni	331
daɪ	daɪ	330
faɪtɪŋ	faɪtɪ̃ŋ	330
proʊgræm	proʊgræ̃m	330
tɪkət	tɪkət	330
dɪzi	dɪzi	328
ælɪs	ælɪs	327
tʌb	tʌb	327
dʒoʊ	dʒoʊ	327
geɪl	geɪl	327
smæk	smæk	326
zɪp	zɪp	326
fɪksɪŋ	fɪksɪ̃ŋ	325
ɑbviəsli	ɑbviəsli	325
ʃoʊd	ʃoʊd	325
æləks	æləks	325
snɪp	snɪp	325
klaɪmd	klaɪ̃md	324
ɛrpɔrt	ɛrpɔrt	324
kɑm	kɑ̃m	324
wɛðɝ	wɛðɝ	323
dɪr	dɪr	323
swɪs	swɪs	323
ɪmpɔrtənt	ɪ̃mpɔrtə̃nt	322
rɪbən	rɪbə̃n	322
rɪvɝ	rɪvɝ	322
meɪbəl	meɪbəl	322
ɔlðoʊ	ɔlðoʊ	321
frɛndli	frɛ̃ndli	321
dɑlɝ	dɑlɝ	321
æftɝwɝdz	æftɝwɝdz	320
bɝt	bɝt	320
ælfəbɛt	ælfəbɛt	319
blʌd	blʌd	319
ælɪgzændɝ	ælɪgzæ̃ndɝ	319
prɑpɝ	prɑpɝ	319
lɑk	lɑk	319
kɛtʃəp	kɛtʃəp	319
əweɪk	əweɪk	318
roʊp	roʊp	318
neɪl	neɪl	318
fæstɝ	fæstɝ	318
mʌnθ	mʌ̃nθ	317
eɪprəl	eɪprəl	317
wɛdɪŋ	wɛdɪ̃ŋ	316
ɔrdɝ	ɔrdɝ	316
fɔrtin	fɔrtĩn	316
ʃɪp	ʃɪp	316
lɑlipɑp	lɑlipɑp	316
mʌfən	mʌfə̃n	316
ɪndiən	ɪ̃ndiə̃n	315
rætəl	rætəl	315
naɪntin	naɪ̃ntĩn	314
ɛndʒɔɪɪŋ	ɛ̃ndʒɔɪɪ̃ŋ	314
səmænθə	sə̃mæ̃nθə	314
ɪndid	ɪ̃ndid	313
groʊn	groʊ̃n	313
tuθ	tuθ	313
reɪzənz	reɪzə̃nz	313
tɛr	tɛr	312
oʊʃən	oʊʃə̃n	312
mɑli	mɑli	312
dʒin	dʒĩn	311
pænkeɪkz	pæ̃nkeɪks	311
lisə	lisə	310
miə	miə	310
wɪndi	wɪ̃ndi	309
trit	trit	309
mægəzin	mægəzĩn	309
hoʊz	hoʊz	307
mɝi	mɝi	307
səmɛnt	sə̃mɛ̃nt	307
tʌtʃɪŋ	tʌtʃɪ̃ŋ	307
pɪglɪt	pɪglɪt	307
paʊdɝ	paʊdɝ	306
pleɪɝ	pleɪɝ	306
sɛntz	sɛ̃nts	306
poʊni	poʊ̃ni	305
pʊdɪŋ	pʊdɪ̃ŋ	305
wægən	wægə̃n	305
dil	dil	304
tʃæns	tʃæ̃ns	304
θaʊzənd	θaʊzə̃nd	304
baɪtɪŋ	baɪtɪ̃ŋ	304
taɪgɝz	taɪgɝz	304
nɑ	nɑ	304
dʒoʊəl	dʒoʊəl	304
bɑrbɝə	bɑrbɝə	303
taɪ	taɪ	303
kɑt	kɑt	302
foʊld	foʊld	302
wɪrd	wɪrd	302
tɑd	tɑd	302
klɑzət	klɑzət	302
noʊtəs	noʊtəs	301
tʃɑk	tʃɑk	301
bɝn	bɝ̃n	301
dʒizəs	dʒizəs	301
lændd	læ̃ndɪd	301
spɪn	spɪ̃n	301
wu	wu	300
raɪən	raɪə̃n	300
wu	wu	300
roʊzi	roʊzi	299
dʒɔɪn	dʒɔɪ̃n	299
bɛnd	bɛ̃nd	299
sɪti	sɪti	299
tʌskz	tʌsks	299
rɪtʃɝd	rɪtʃɝd	299
fɔrwɝd	fɔrwɝd	298
sʌdənli	sʌdə̃nli	298
