UF	SF	Freq
artst.	artst.	117
ra.ke.tɘ.	ra.ke.tɘ.	117
zɔl.tɘn.	zɔl.tɘn.	117
la.ŋɘn.	la.ŋɘn.	117
gɘ.zɪxt.	gɘ.zɪxt.	117
al.	al.	116
dɪ.ŋɘ.	dɪ.ŋɘ.	116
gɘ.ve.zɘn.	gɘ.ve.zɘn.	116
nɛx.stɘn.	nɛx.stɘn.	116
kle.bɘn.	kle.bɘn.	116
bai.nɘ.	bai.nɘ.	116
fly.gɘl.	fly.gɘl.	116
zɛtst.	zɛtst.	115
pro.blem.	pro.blem.	115
ʊn.glaub.lɪx.	ʊn.glaup.lɪx.	115
aŋst.	aŋst.	115
ko.mɪʃ.	ko.mɪʃ.	115
gɘ.fa.ŋɘn.	gɘ.fa.ŋɘn.	115
nɔy.ɘs.	nɔy.ɘs.	115
tɔ.lɘr.	tɔ.lɘr.	115
bɛ.xɘr.	bɛ.xɘr.	114
ha.rɘ.	ha.rɘ.	114
ra.fi.nirt.	ra.fi.nirt.	114
al.tɘr.	al.tɘr.	114
hɪlft.	hɪlft.	114
drɛ.kɪx.	drɛ.kɪx.	114
ai.mɘr.	ai.mɘr.	114
fɛr.zu.xɘ.	fɛr.zu.xɘ.	113
veg.	vek.	113
tsvar.	tsvar.	113
rad.	rat.	113
vɛl.xɘn.	vɛl.xɘn.	113
ʃvɪ.mɘn.	ʃvɪ.mɘn.	112
vont.	vont.	112
ʃly.sɘl.	ʃly.sɘl.	112
haupt.ban.hof.	haupt.ban.hof.	112
hɛ.ŋɘr.	hɛ.ŋɘr.	112
ʃlʊs.	ʃlʊs.	111
zai.nɘm.	zai.nɘm.	111
aus.zit.	aus.zit.	111
gɘ.ʃɪkt.	gɘ.ʃɪkt.	111
ʊm.gɘ.fa.lɘn.	ʊm.gɘ.fa.lɘn.	111
bain.	bain.	110
mɪ.tag.	mɪ.tak.	110
i.nɘn.	i.nɘn.	110
fry.styk.	fry.styk.	110
a.nʊŋ.	a.nʊŋ.	110
ʃrɛk.lɪx.	ʃrɛk.lɪx.	110
tsen.	tsen.	110
gɘ.nɔ.mɘn.	gɘ.nɔ.mɘn.	110
ɪn.tɘ.rɛ.sant.	ɪn.tɘ.rɛ.sant.	110
frɔyt.	frɔyt.	109
tsvan.tsɪx.	tsvan.tsɪx.	109
glas.	glas.	109
ʃø.nɘr.	ʃø.nɘr.	109
ha.ʃɘn.	ha.ʃɘn.	108
kɪr.xɘ.	kɪr.xɘ.	108
fɛr.lo.rɘn.	fɛr.lo.rɘn.	108
ne.bɘn.	ne.bɘn.	108
rʊn.dɘ.	rʊn.dɘ.	108
vyr.fɘln.	vyr.fɘln.	108
pa.zɘl.	pa.zɘl.	108
pflas.tɘr.	pflas.tɘr.	108
o.rɘn.	o.rɘn.	107
ɛt.va.	ɛt.va.	107
vɔ.xɘ.	vɔ.xɘ.	107
ʃtɛrn.	ʃtɛrn.	107
tu.ɘ.	tu.ɘ.	106
tsu.hau.zɘ.	tsu.hau.zɘ.	106
mys.tɘ.	mys.tɘ.	106
da.ne.bɘn.	da.ne.bɘn.	106
lɔk.fy.rɘr.	lɔk.fy.rɘr.	106
arm.	arm.	105
hau.zɘ.	hau.zɘ.	105
ʃtra.sɘn.ban.	ʃtra.sɘn.ban.	105
mai.nɘr.	mai.nɘr.	105
gɘ.kɔ.mɘn.	gɘ.kɔ.mɘn.	104
te.	te.	104
drai.sɪx.	drai.sɪx.	104
ʃnai.dɘn.	ʃnai.dɘn.	104
ʊn.zɘ.rɘm.	ʊn.zɘ.rɘm.	104
dof.	dof.	104
o.rɑ.ʒɘ.	o.rɑ.ʒɘ.	104
zaid.	zait.	103
fa.ŋɘn.	fa.ŋɘn.	103
kam.	kam.	103
le.gɘ.	le.gɘ.	103
fʊŋk.tsi.o.nirt.	fʊŋk.tsi.o.nirt.	103
ʃaint.	ʃaint.	103
pʊ.tsɘn.	pʊ.tsɘn.	103
bɛ.rɘn.	bɛ.rɘn.	103
hɪn.tɘr.her.	hɪn.tɘr.her.	103
mɔr.gɘn.	mɔr.gɘn.	102
bʊ.sɘ.	bʊ.sɘ.	102
glais.	glais.	102
mɪ.tag.ɛ.sɘn.	mɪ.tak.ɛ.sɘn.	102
falʃ.	falʃ.	102
ka.fe.	ka.fe.	102
grø.sɘr.	grø.sɘr.	102
ʃa.dɘ.	ʃa.dɘ.	102
mɛd.xɘn.	mɛt.xɘn.	102
mɪst.	mɪst.	102
aus.ʃnai.dɘn.	aus.ʃnai.dɘn.	102
bʊ.tɘr.	bʊ.tɘr.	101
vɛl.xɘr.	vɛl.xɘr.	101
ru.ɪx.	ru.ɪx.	101
ɛnt.ʃʊl.dɪ.gɘ.	ɛnt.ʃʊl.dɪ.gɘ.	101
blu.mɘ.	blu.mɘ.	101
ʃpas.	ʃpas.	101
ab.ma.xɘn.	ap.ma.xɘn.	101
gɛlb.	gɛlp.	101
ʃraŋk.	ʃraŋk.	100
ha.lɘ.	ha.lɘ.	100
hypʃ.	hypʃ.	100
zuxst.	zuxst.	100
dre.	dre.	100
var.tɘt.	var.tɘt.	99
di.rɛkt.	di.rɛkt.	99
zɔl.xɘ.	zɔl.xɘ.	99
frœ.ʃɘ.	frœ.ʃɘ.	99
ny.sɘ.	ny.sɘ.	99
a.ŋɘl.	a.ŋɘl.	98
blau.ɘn.	blau.ɘn.	98
gɘ.pɛk.	gɘ.pɛk.	98
ʃne.	ʃne.	98
a.bɘnd.	a.bɘnt.	97
zau.bɘr.	zau.bɘr.	97
fry.ɘr.	fry.ɘr.	97
lʊft.	lʊft.	97
dɛŋkst.	dɛŋkst.	97
hɛ.ŋɘn.	hɛ.ŋɘn.	97
ʊn.tɘr.ho.zɘ.	ʊn.tɘr.ho.zɘ.	97
ʃi.bɘn.	ʃi.bɘn.	97
da.ran.	da.ran.	96
gɘ.zʊnd.	gɘ.zʊnt.	96
za.	za.	96
ka.mel.	ka.mel.	96
a.fɘ.	a.fɘ.	96
ʃla.ŋɘ.	ʃla.ŋɘ.	95
da.rauf.	da.rauf.	95
bɛr.gɘ.	bɛr.gɘ.	95
brɪ.lɘ.	brɪ.lɘ.	95
gɘ.fɛlt.	gɘ.fɛlt.	95
ɛ.kɘ.	ɛ.kɘ.	95
kɛr.tsɘ.	kɛr.tsɘ.	95
hɪn.zɛ.tsɘn.	hɪn.zɛ.tsɘn.	95
ʃpil.platz.	ʃpil.plats.	94
ba.dɘn.	ba.dɘn.	94
vai.xɘ.	vai.xɘ.	94
tsvɪ.ʃɘn.	tsvɪ.ʃɘn.	94
hai.fɪʃ.	hai.fɪʃ.	94
fand.	fant.	94
an.hɛ.ŋɘr.	an.hɛ.ŋɘr.	94
i.rɘn.	i.rɘn.	93
dran.ma.xɘn.	dran.ma.xɘn.	93
for.her.	for.her.	93
kɔ.xɘn.	kɔ.xɘn.	92
rɛst.	rɛst.	92
kai.nɘr.	kai.nɘr.	92
dɛs.ve.gɘn.	dɛs.ve.gɘn.	92
je.dɘn.	je.dɘn.	92
bɘ.kɔ.mɘn.	bɘ.kɔ.mɘn.	92
tsʊ.kɘr.	tsʊ.kɘr.	92
zɔlst.	zɔlst.	91
lɛ.ŋɘr.	lɛ.ŋɘr.	91
rɪx.tʊŋ.	rɪx.tʊŋ.	91
nax.gʊ.kɘn.	nax.gʊ.kɘn.	91
hø.ɘr.	hø.ɘr.	91
or.	or.	91
tsvai.tɘ.	tsvai.tɘ.	91
tux.	tux.	91
jo.gʊrt.	jo.gʊrt.	90
dyr.fɘn.	dyr.fɘn.	90
ban.	ban.	90
ɔb.vol.	ɔp.vol.	90
auf.ʃte.ɘn.	auf.ʃte.ɘn.	90
flug.tsɔy.gɘ.	fluk.tsɔy.gɘ.	90
vʊs.tɘ.	vʊs.tɘ.	90
ʊn.bɘ.dɪŋt.	ʊn.bɘ.dɪŋt.	90
lø.vɘn.	lø.vɘn.	90
vɪn.dɘl.	vɪn.dɘl.	89
holst.	holst.	89
le.zɘn.	le.zɘn.	89
glai.zɘn.	glai.zɘn.	89
pʊŋk.tɘ.	pʊŋk.tɘ.	89
hɪn.ʃtɛ.lɘn.	hɪn.ʃtɛ.lɘn.	88
vɛ.tɘr.	vɛ.tɘr.	88
blød.	bløt.	88
tsu.ma.xɘn.	tsu.ma.xɘn.	88
ʃpɛ.tɘr.	ʃpɛ.tɘr.	88
gɘ.ʃpant.	gɘ.ʃpant.	88
ai.	ai.	88
mɪ.tɘn.	mɪ.tɘn.	88
ky.kɘn.	ky.kɘn.	88
ba.na.nɘ.	ba.na.nɘ.	87
bau.ʃtɛ.lɘ.	bau.ʃtɛ.lɘ.	87
my.tsɘ.	my.tsɘ.	87
je.dɘr.	je.dɘr.	87
dau.ɘrt.	dau.ɘrt.	87
po.	po.	87
ʃlɔs.	ʃlɔs.	87
trɪŋkt.	trɪŋkt.	87
tsist.	tsist.	86
ɛn.lɪx.	ɛn.lɪx.	86
ar.mɘ.	ar.mɘ.	86
bɛs.tɘn.	bɛs.tɘn.	86
art.	art.	86
hørst.	hørst.	85
ɛnd.lɪx.	ɛnt.lɪx.	85
gɘ.ge.bɘn.	gɘ.ge.bɘn.	85
y.bɘr.lekt.	y.bɘr.lekt.	85
ryk.vɛrts.	ryk.vɛrts.	85
dɪk.	dɪk.	85
ʊn.tɘr.veks.	ʊn.tɘr.veks.	85
bɘ.for.	bɘ.for.	85
hɛr.	hɛr.	85
hɔ.fɘ.	hɔ.fɘ.	84
tsu.mɪn.dɘst.	tsu.mɪn.dɘst.	84
ʃmɛ.tɘr.lɪŋ.	ʃmɛ.tɘr.lɪŋ.	84
frɔynd.	frɔynt.	84
gɘ.tan.	gɘ.tan.	84
fɔy.ɘr.	fɔy.ɘr.	84
pak.	pak.	84
flʊs.	flʊs.	84
bɪr.nɘ.	bɪr.nɘ.	83
gɘ.ʃla.fɘn.	gɘ.ʃla.fɘn.	83
ʃmɛ.kɘn.	ʃmɛ.kɘn.	83
mɪ.tɘ.	mɪ.tɘ.	83
ʃɛtz.xɘn.	ʃɛts.xɘn.	83
nʊs.	nʊs.	83
brɪ.ŋɘ.	brɪ.ŋɘ.	83
kɔn.tɘ.	kɔn.tɘ.	83
e.le.fan.tɘn.	e.le.fan.tɘn.	82
naxts.	naxts.	82
braun.	braun.	82
o.fɘn.	o.fɘn.	82
lib.	lip.	82
ro.zi.nɘn.	ro.zi.nɘn.	82
ʃtaikt.	ʃtaikt.	82
braux.	braux.	82
halb.	halp.	82
fa.lɘn.	fa.lɘn.	82
i.gɘl.	i.gɘl.	82
bɛn.tsin.	bɛn.tsin.	82
zand.	zant.	81
am.pɘl.	am.pɘl.	81
ʃtain.	ʃtain.	81
mø.gɘn.	mø.gɘn.	81
vai.naxts.man.	vai.naxts.man.	81
mys.tɘn.	mys.tɘn.	80
by.ro.	by.ro.	80
jar.	jar.	80
ɔft.	ɔft.	80
gɘ.ga.ŋɘn.	gɘ.ga.ŋɘn.	80
ʊn.zɘ.rɘn.	ʊn.zɘ.rɘn.	80
fan.dɘst.	fan.dɘst.	80
tɔr.tɘ.	tɔr.tɘ.	80
ba.kɘn.	ba.kɘn.	79
kɛrl.	kɛrl.	79
val.	val.	79
ar.bai.tɘn.	ar.bai.tɘn.	79
tsit.	tsit.	79
pʊŋkt.	pʊŋkt.	79
malt.	malt.	79
te.le.fon.	te.le.fon.	79
kʊs.	kʊs.	79
ʃprɪ.tsɘ.	ʃprɪ.tsɘ.	79
dam.pfɘr.	dam.pfɘr.	79
glɔ.kɘ.	glɔ.kɘ.	79
laxt.	laxt.	79
ky.ɘ.	ky.ɘ.	78
hɛ.tɘn.	hɛ.tɘn.	78
ʃlʊk.	ʃlʊk.	78
ʃvar.tsɘ.	ʃvar.tsɘ.	78
ge.bɘ.	ge.bɘ.	78
møg.lɪx.	møk.lɪx.	78
ru.ɘ.	ru.ɘ.	78
ɛŋ.	ɛŋ.	78
lʊft.ba.lɔŋ.	lʊft.ba.lɔŋ.	78
gɛld.	gɛlt.	77
ta.gɘ.	ta.gɘ.	77
gɘ.nau.zo.	gɘ.nau.zo.	77
vo.nɘn.	vo.nɘn.	77
bɘ.zɔn.dɘrs.	bɘ.zɔn.dɘrs.	77
ʃɪld.	ʃɪlt.	77
bɔy.mɘ.	bɔy.mɘ.	77
tsai.tʊŋ.	tsai.tʊŋ.	77
glɔ.kɘn.	glɔ.kɘn.	76
rai.fɘn.	rai.fɘn.	76
tɔ.lɘn.	tɔ.lɘn.	76
gʊkst.	gʊkst.	76
gɘ.ʃɛŋkt.	gɘ.ʃɛŋkt.	76
tsi.ɘ.	tsi.ɘ.	76
hɛltst.	hɛltst.	76
ʃvantz.	ʃvants.	76
pʊ.dɪŋ.	pʊ.dɪŋ.	76
ʃtɛ.lɘ.	ʃtɛ.lɘ.	75
gros.ar.tɪx.	gros.ar.tɪx.	75
hɔ.fɘnt.lɪx.	hɔ.fɘnt.lɪx.	75
kɛ.fɘr.	kɛ.fɘr.	75
ta.ʃɘn.tux.	ta.ʃɘn.tux.	75
kɔm.pli.tsirt.	kɔm.pli.tsirt.	75
rɪx.tɪ.gɘ.	rɪx.tɪ.gɘ.	75
lai.tɘr.	lai.tɘr.	75
kɔ.fɘr.	kɔ.fɘr.	75
a.fɘn.	a.fɘn.	74
ze.pferd.xɘn.	ze.pfert.xɘn.	74
a.na.	a.na.	74
al.tɘn.	al.tɘn.	74
er.stɘ.	er.stɘ.	74
ʃnɛ.lɘr.	ʃnɛ.lɘr.	74
hɛl.fɘ.	hɛl.fɘ.	74
zo.tsu.za.gɘn.	zo.tsu.za.gɘn.	74
fɛr.ʃtan.dɘn.	fɛr.ʃtan.dɘn.	74
ʃtrɛ.kɘ.	ʃtrɛ.kɘ.	74
bau.ɘ.	bau.ɘ.	74
hals.tux.	hals.tux.	74
ʃpil.tsɔyg.	ʃpil.tsɔyk.	74
ha.zɘn.	ha.zɘn.	74
au.gɘn.blɪk.	au.gɘn.blɪk.	73
hai.tsʊŋ.	hai.tsʊŋ.	73
tɔpf.	tɔpf.	73
gar.tɘn.	gar.tɘn.	73
tœpf.xɘn.	tœpf.xɘn.	73
zo.fil.	zo.fil.	73
na.mɘn.	na.mɘn.	73
ʃtrai.fɘn.	ʃtrai.fɘn.	73
hɪ.mɘl.	hɪ.mɘl.	73
gɘ.trʊŋ.kɘn.	gɘ.trʊŋ.kɘn.	72
vo.fyr.	vo.fyr.	72
a.bɘnd.	a.bɘnt.	72
zɪ.gnal.	zɪ.gnal.	72
frai.tag.	frai.tak.	72
zɛnf.	zɛnf.	72
taix.	taix.	72
dis.mal.	dis.mal.	72
ʃtai.gɘn.	ʃtai.gɘn.	72
mɛ.sɘr.	mɛ.sɘr.	72
ʃrai.bɘn.	ʃrai.bɘn.	72
hɛxt.	hɛxt.	72
fry.	fry.	71
brøt.xɘn.	brøt.xɘn.	71
fal.ʃɘ.	fal.ʃɘ.	71
dra.xɘn.	dra.xɘn.	71
a.lɘn.	a.lɘn.	71
his.	his.	71
fla.ʃɘ.	fla.ʃɘ.	70
va.ʃɘn.	va.ʃɘn.	70
kœnt.	kœnt.	70
ʃpa.nɘnd.	ʃpa.nɘnt.	70
nɔy.lɪx.	nɔy.lɪx.	70
ʃpɛt.	ʃpɛt.	70
nɛx.stɘs.	nɛx.stɘs.	70
lam.pɘ.	lam.pɘ.	70
er.dɘ.	er.dɘ.	70
re.gnɘt.	re.gnɘt.	70
holt.	holt.	70
rɔy.mɘn.	rɔy.mɘn.	70
prak.tɪʃ.	prak.tɪʃ.	69
al.	al.	69
vo.tsu.	vo.tsu.	69
be.bi.	be.bi.	69
ve.nɪx.	ve.nɪx.	69
hɛŋt.	hɛŋt.	69
ʃtɛ.lɘ.	ʃtɛ.lɘ.	69
fo.gɘl.	fo.gɘl.	69
ge.ɘ.	ge.ɘ.	69
naxt.tsug.	naxt.tsuk.	69
ain.gaŋ.	ain.gaŋ.	69
la.ŋɘr.	la.ŋɘr.	69
ɛks.tra.	ɛks.tra.	69
krais.	krais.	69
ʃvɪmt.	ʃvɪmt.	69
ʊm.gɘ.kɪpt.	ʊm.gɘ.kɪpt.	69
lam.	lam.	69
ja.kɘ.	ja.kɘ.	68
a.bɘnts.	a.bɘnts.	68
gy.tɘr.tsug.	gy.tɘr.tsuk.	68
ai.nɪ.gɘ.	ai.nɪ.gɘ.	68
mʊ.ʃɘl.	mʊ.ʃɘl.	68
lœ.xɘr.	lœ.xɘr.	68
ʃtɪf.tɘ.	ʃtɪf.tɘ.	68
trɔ.kɘn.	trɔ.kɘn.	68
fɛst.hal.tɘn.	fɛst.hal.tɘn.	68
mys.li.	mys.li.	68
fra.gɘ.	fra.gɘ.	68
lai.zɘ.	lai.zɘ.	68
rʊ.tʃɘ.	rʊ.tʃɘ.	68
dry.bɘn.	dry.bɘn.	68
ʃɪ.fɘ.	ʃɪ.fɘ.	68
gɘ.he.gɘ.	gɘ.he.gɘ.	68
arg.	ark.	67
mo.tɔr.	mo.tɔr.	67
erd.be.rɘ.	ert.be.rɘ.	67
aŋ.kɘr.	aŋ.kɘr.	67
hɪn.fa.rɘn.	hɪn.fa.rɘn.	67
fe.lɘn.	fe.lɘn.	67
me.di.tsin.	me.di.tsin.	67
rʊnd.	rʊnt.	67
hut.	hut.	67
gɘ.ny.gɘnd.	gɘ.ny.gɘnt.	67
ʃpilt.	ʃpilt.	67
ʃɪld.krø.tɘ.	ʃɪlt.krø.tɘ.	67
glɔ.kɘn.tʊrm.	glɔ.kɘn.tʊrm.	66
vɪx.tɪx.	vɪx.tɪx.	66
gɘ.lan.dɘt.	gɘ.lan.dɘt.	66
mars.	mars.	66
ɪs.	ɪs.	66
aus.pro.bi.rɘn.	aus.pro.bi.rɘn.	66
ry.kɘn.	ry.kɘn.	66
rɛxts.	rɛxts.	66
vo.nʊŋ.	vo.nʊŋ.	66
fi.bɘr.	fi.bɘr.	66
gras.	gras.	66
zɔl.tɘst.	zɔl.tɘst.	66
ʃa.lɘ.	ʃa.lɘ.	66
rʊ.tʃɘn.	rʊ.tʃɘn.	66
tsu.fɛ.lɪx.	tsu.fɛ.lɪx.	66
me.xa.ni.kɘr.	me.xa.ni.kɘr.	66
drɪ.ŋɘnd.	drɪ.ŋɘnt.	65
gɘ.fɛr.lɪx.	gɘ.fɛr.lɪx.	65
tse.bra.	tse.bra.	65
bɘ.zɔr.gɘn.	bɘ.zɔr.gɘn.	65
laŋ.vai.lɪx.	laŋ.vai.lɪx.	65
blau.ɘs.	blau.ɘs.	65
tsvai.tɘn.	tsvai.tɘn.	65
by.xɘr.	by.xɘr.	65
dɔk.tɔr.	dɔk.tɔr.	65
fa.rɘr.	fa.rɘr.	65
frɛ.sɘn.	frɛ.sɘn.	65
hai.	hai.	64
von.tsɪ.mɘr.	von.tsɪ.mɘr.	64
dɪ.kɘn.	dɪ.kɘn.	64
lɪŋks.	lɪŋks.	64
y.bɘr.le.gɘ.	y.bɘr.le.gɘ.	64
trans.pɔr.tirt.	trans.pɔr.tirt.	64
kvatʃ.	kvatʃ.	64
pro.pɛ.lɘr.	pro.pɛ.lɘr.	64
bɘ.zu.xɘn.	bɘ.zu.xɘn.	63
zat.	zat.	63
fɛr.zux.	fɛr.zux.	63
lekt.	lekt.	63
ro.tɘr.	ro.tɘr.	63
lɔyx.tɘt.	lɔyx.tɘt.	63
ain.pa.kɘn.	ain.pa.kɘn.	63
an.fa.ŋɘn.	an.fa.ŋɘn.	63
myl.	myl.	63
mɪt.hɛl.fɘn.	mɪt.hɛl.fɘn.	63
tsit.ro.nɘ.	tsit.ro.nɘ.	63
blød.zɪn.	bløt.zɪn.	63
ha.fɘn.	ha.fɘn.	63
zɛlpst.	zɛlpst.	63
kaum.	kaum.	63
nɔyn.tsɪx.	nɔyn.tsɪx.	62
res.to.rɑ.	res.to.rɑ.	62
par.	par.	62
gɘ.rɔy.ʃɘ.	gɘ.rɔy.ʃɘ.	62
lʊs.tɪ.gɘ.	lʊs.tɪ.gɘ.	62
rais.	rais.	62
zo.vi.zo.	zo.vi.zo.	62
je.dɘn.fals.	je.dɘn.fals.	62
ar.mɘ.	ar.mɘ.	62
ʃos.	ʃos.	62
je.man.dɘn.	je.man.dɘn.	62
tsu.erst.	tsu.erst.	61
ry.gɘn.	ry.gɘn.	61
ɛr.tsɛlst.	ɛr.tsɛlst.	61
vai.sɘn.	vai.sɘn.	61
da.ry.bɘr.	da.ry.bɘr.	61
laid.	lait.	61
ʊn.tɘr.brɛ.xɘ.	ʊn.tɘr.brɛ.xɘ.	61
gɘ.lau.fɘn.	gɘ.lau.fɘn.	61
zag.tɘ.	zak.tɘ.	61
vɪn.tɘr.	vɪn.tɘr.	61
bart.	bart.	61
zɪtz.	zɪts.	61
ʃvartz.	ʃvarts.	61
li.ni.ɘ.	li.ni.ɘ.	61
kran.	kran.	61
an.faŋ.	an.faŋ.	60
gɘ.holt.	gɘ.holt.	60
a.fri.ka.	a.fri.ka.	60
fynf.tsɪx.	fynf.tsɪx.	60
fal.	fal.	60
rau.pɘ.	rau.pɘ.	60
hals.	hals.	60
bɘ.ʃaid.	bɘ.ʃait.	60
fraŋk.raix.	fraŋk.raix.	60
an.lai.tʊŋ.	an.lai.tʊŋ.	60
gɘ.ʃɛŋk.	gɘ.ʃɛŋk.	60
kɛr.tsɘn.	kɛr.tsɘn.	60
blɔk.	blɔk.	60
ryr.ai.	ryr.ai.	60
gɘ.bli.bɘn.	gɘ.bli.bɘn.	60
ʃve.dɘn.	ʃve.dɘn.	60
taŋ.kɘn.	taŋ.kɘn.	60
ta.sɘ.	ta.sɘ.	59
vi.zɘ.	vi.zɘ.	59
øs.tɘ.raix.	øs.tɘ.raix.	59
hɪn.le.gɘn.	hɪn.le.gɘn.	59
vald.	valt.	59
vɔl.kɘ.	vɔl.kɘ.	59
mɛn.ʃɘn.	mɛn.ʃɘn.	58
fal.tɘn.	fal.tɘn.	58
ham.bʊrg.	ham.bʊrk.	58
plœtz.lɪx.	plœts.lɪx.	58
tra.gɘn.	tra.gɘn.	58
vɛlt.	vɛlt.	58
brɛnt.	brɛnt.	58
ta.ʃɘ.	ta.ʃɘ.	58
ʃaut.	ʃaut.	57
ɔŋ.kɘl.	ɔŋ.kɘl.	57
ka.kau.	ka.kau.	57
ja.rɘ.	ja.rɘ.	57
list.	list.	57
drʊm.	drʊm.	57
mɔr.gɘns.	mɔr.gɘns.	57
grʊnd.	grʊnt.	57
rain.ma.xɘn.	rain.ma.xɘn.	57
ka.tsɘn.	ka.tsɘn.	57
hɛlm.	hɛlm.	57
dɔytʃ.land.	dɔytʃ.lant.	57
vɪ.tsɪx.	vɪ.tsɪx.	57
hɪlfst.	hɪlfst.	57
lan.dɘn.	lan.dɘn.	56
auf.rɔy.mɘn.	auf.rɔy.mɘn.	56
ʃtʊn.dɘ.	ʃtʊn.dɘ.	56
dɪ.kɘ.	dɪ.kɘ.	56
er.stɘn.	er.stɘn.	56
fɪr.tsɪx.	fɪr.tsɪx.	56
er.stɘs.	er.stɘs.	56
ʃtɪ.mɘ.	ʃtɪ.mɘ.	56
fɛŋt.	fɛŋt.	56
o.rɑ.ʒɘ.	o.rɑ.ʒɘ.	56
ʃtrand.	ʃtrant.	55
vo.an.dɘrs.	vo.an.dɘrs.	55
hɛrtz.	hɛrts.	55
tsʊ.ŋɘ.	tsʊ.ŋɘ.	55
gɘ.gʊkt.	gɘ.gʊkt.	55
mar.mɘ.la.dɘ.	mar.mɘ.la.dɘ.	55
fɛs.tɘ.	fɛs.tɘ.	55
klɛ.tɘrn.	klɛ.tɘrn.	55
li.la.	li.la.	55
vɛ.ʃɘ.	vɛ.ʃɘ.	55
plat.	plat.	55
dem.nɛxst.	dem.nɛxst.	54
ʃtɛr.nɘ.	ʃtɛr.nɘ.	54
fɔ.lɘr.	fɔ.lɘr.	54
par.	par.	54
mark.	mark.	54
vɛ.rɘnd.	vɛ.rɘnt.	54
bɘ.dau.ɘr.lɪx.	bɘ.dau.ɘr.lɪx.	54
gu.tɘr.	gu.tɘr.	54
tif.	tif.	54
gɘ.vyr.fɛlt.	gɘ.vyr.fɛlt.	54
kal.tɘ.	kal.tɘ.	54
dai.nɘs.	dai.nɘs.	54
fyrx.tɘ.	fyrx.tɘ.	54
laixt.	laixt.	54
kar.tɔŋ.	kar.tɔŋ.	54
brand.	brant.	54
bas.tɘln.	bas.tɘln.	54
gɘ.vaint.	gɘ.vaint.	54
ʃarf.	ʃarf.	53
fɛrst.	fɛrst.	53
to.tal.	to.tal.	53
do.zɘ.	do.zɘ.	53
zon.	zon.	53
e.gal.	e.gal.	53
ʊn.an.gɘ.nem.	ʊn.an.gɘ.nem.	53
nɛtz.	nɛts.	53
zai.nɘr.	zai.nɘr.	53
klɪŋt.	klɪŋt.	53
vɪtz.bɔld.	vɪts.bɔlt.	53
i.rɘm.	i.rɘm.	53
rɔ.lɘr.	rɔ.lɘr.	53
ve.gɘn.	ve.gɘn.	53
blɛ.tɘr.	blɛ.tɘr.	53
frɔy.ɘn.	frɔy.ɘn.	53
da.rʊm.	da.rʊm.	53
gɘ.hø.rɘn.	gɘ.hø.rɘn.	53
zys.	zys.	53
vyr.dɘn.	vyr.dɘn.	53
zɛ.tsɘ.	zɛ.tsɘ.	53
gɘ.zʊ.ŋɘn.	gɘ.zʊ.ŋɘn.	53
pa.si.rɘn.	pa.si.rɘn.	53
ta.fɘl.	ta.fɘl.	53
zai.tɘn.	zai.tɘn.	53
ʃprɪ.ŋɘn.	ʃprɪ.ŋɘn.	53
kɔn.te.nɘr.	kɔn.te.nɘr.	53
taŋk.ʃtɛ.lɘ.	taŋk.ʃtɛ.lɘ.	53
ho.nɪx.	ho.nɪx.	53
la.dʊŋ.	la.dʊŋ.	53
tɛ.di.	tɛ.di.	53
tsu.za.mɘn.bau.ɘn.	tsu.za.mɘn.bau.ɘn.	52
vɛl.xɘm.	vɛl.xɘm.	52
nɔr.ma.lɘr.vai.zɘ.	nɔr.ma.lɘr.vai.zɘ.	52
a.lɘr.dɪŋs.	a.lɘr.dɪŋs.	52
fals.	fals.	52
gɘ.flo.gɘn.	gɘ.flo.gɘn.	52
pro.bi.rɘ.	pro.bi.rɘ.	52
vand.	vant.	52
pfa.nɘ.	pfa.nɘ.	52
nʊ.mɘr.	nʊ.mɘr.	52
bɘ.zux.	bɘ.zux.	52
ʃi.nɘ.	ʃi.nɘ.	52
kʊ.ʃɘ.lɪx.	kʊ.ʃɘ.lɪx.	52
aus.ze.ɘn.	aus.ze.ɘn.	52
ʃu.	ʃu.	52
rɔys.pɘrt.	rɔys.pɘrt.	52
e.zɘl.	e.zɘl.	52
hʊn.dɘ.	hʊn.dɘ.	52
tsvœlf.	tsvœlf.	52
gɘ.maint.	gɘ.maint.	51
a.kva.ri.ʊm.	a.kva.ri.ʊm.	51
gɘ.ʃmɛkt.	gɘ.ʃmɛkt.	51
bɘ.kvem.	bɘ.kvem.	51
ʃna.bɘl.	ʃna.bɘl.	51
erd.be.rɘn.	ert.be.rɘn.	51
zo.vait.	zo.vait.	51
zo.sɘ.	zo.sɘ.	51
hɔy.zɘr.	hɔy.zɘr.	51
fø.gɘl.	fø.gɘl.	51
mɔy.zɘ.	mɔy.zɘ.	51
pfail.	pfail.	51
ʃɔ.lɘ.	ʃɔ.lɘ.	51
far.kar.tɘ.	far.kar.tɘ.	51
ʃlɪ.tɘn.	ʃlɪ.tɘn.	51
ɛnt.laŋ.	ɛnt.laŋ.	51
dɪŋs.	dɪŋs.	50
gɘ.ba.kɘn.	gɘ.ba.kɘn.	50
ɪn.tɘ.rɛ.sirt.	ɪn.tɘ.rɛ.sirt.	50
frɪ.ʃɘ.	frɪ.ʃɘ.	50
vai.tɘr.fa.rɘn.	vai.tɘr.fa.rɘn.	50
